slide_id,class_branch,type,rank,score,coord_x,coord_y
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUAD,BOTTOM,1,-1.0135493278503418,14848,35840
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUAD,TOP,2,0.15490932762622833,26112,40960
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUAD,BOTTOM,2,-0.9069811105728149,12800,28160
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUAD,TOP,3,0.15281018614768982,25600,40448
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUAD,BOTTOM,3,-0.8989165425300598,19456,7680
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUSC,TOP,1,-0.114525705575943,19968,31232
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUSC,BOTTOM,1,-0.4190489649772644,23040,29696
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUSC,TOP,2,-0.13731013238430023,31232,36352
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUSC,BOTTOM,2,-0.4148288667201996,24576,25600
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUSC,TOP,3,-0.13733385503292084,15872,36352
TCGA-55-8299-01Z-00-DX1.6F652EC5-EBB8-499C-A66D-E0951FBFCAA2,LUSC,BOTTOM,3,-0.4134243428707123,20992,27648
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUAD,TOP,1,-0.1523091048002243,4608,15360
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUAD,BOTTOM,1,-1.5395125150680542,30208,3072
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUAD,TOP,2,-0.17500804364681244,24064,12288
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUAD,BOTTOM,2,-1.533319115638733,28160,2560
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUAD,TOP,3,-0.20115485787391663,19968,1536
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUAD,BOTTOM,3,-1.4987503290176392,6656,8192
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUSC,TOP,1,0.11102145165205002,8192,8192
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUSC,BOTTOM,1,-0.30831679701805115,12800,8192
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUSC,TOP,2,0.0942658856511116,4096,5632
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUSC,BOTTOM,2,-0.28874313831329346,4608,15360
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUSC,TOP,3,0.07232575863599777,20992,7168
TCGA-66-2790-01Z-00-DX1.86f436e3-e233-4986-90bb-aaa2adc4596f,LUSC,BOTTOM,3,-0.28656265139579773,5120,15360
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUAD,TOP,1,-0.03484966978430748,79360,58880
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUAD,BOTTOM,1,-1.5541752576828003,83968,43520
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUAD,TOP,2,-0.036947108805179596,33280,64000
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUAD,BOTTOM,2,-1.531370759010315,26112,19968
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUAD,TOP,3,-0.04273105785250664,21504,39936
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUAD,BOTTOM,3,-1.5271917581558228,83968,39424
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUSC,TOP,1,0.003123294794932008,12800,32768
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUSC,BOTTOM,1,-0.3835710883140564,78336,47104
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUSC,TOP,2,-0.0025552280712872744,32256,60416
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUSC,BOTTOM,2,-0.37214797735214233,91648,30720
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUSC,TOP,3,-0.00582864647731185,4608,29696
TCGA-94-8490-01Z-00-DX1.5A44A8C6-38F4-47A4-80C6-7BB805E9116C,LUSC,BOTTOM,3,-0.3716249167919159,36864,67584
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUAD,TOP,1,-0.08212246000766754,6400,7424
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUAD,BOTTOM,1,-1.6152362823486328,12032,6400
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUAD,TOP,2,-0.0972321480512619,18688,22016
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUAD,BOTTOM,2,-1.5122126340866089,6656,34816
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUAD,TOP,3,-0.09840593487024307,20992,18176
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUAD,BOTTOM,3,-1.4993358850479126,8960,35584
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUSC,TOP,1,-0.07556235045194626,3072,17408
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUSC,BOTTOM,1,-0.4344530999660492,32000,768
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUSC,TOP,2,-0.08383440226316452,26368,2816
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUSC,BOTTOM,2,-0.4266689717769623,26880,1792
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUSC,TOP,3,-0.08963116258382797,3072,20480
TCGA-60-2714-01Z-00-DX1.13f280a8-c8d3-48bb-8a38-49ce9ad9e1a2,LUSC,BOTTOM,3,-0.42634156346321106,18688,9728
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUAD,TOP,1,0.11446379870176315,5888,6144
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUAD,BOTTOM,1,-1.345259428024292,9472,20992
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUAD,TOP,2,0.08017873764038086,22272,27136
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUAD,BOTTOM,2,-1.32887864112854,55296,20480
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUAD,TOP,3,0.08002709597349167,22528,25856
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUAD,BOTTOM,3,-1.1980828046798706,55808,20480
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUSC,TOP,1,-0.062135979533195496,48640,4864
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUSC,BOTTOM,1,-0.39436155557632446,73472,24832
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUSC,TOP,2,-0.07347307354211807,51712,14592
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUSC,BOTTOM,2,-0.38339632749557495,72448,25088
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUSC,TOP,3,-0.07660698145627975,54016,24576
TCGA-80-5611-01Z-00-DX1.31920706-8AF4-46D2-B1D4-7DD5AF4AAC77,LUSC,BOTTOM,3,-0.38260242342948914,24576,26880
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUAD,TOP,1,-0.10037196427583694,41984,8192
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUAD,BOTTOM,1,-1.7034434080123901,37376,16384
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUAD,TOP,2,-0.10126502066850662,51712,34816
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUAD,BOTTOM,2,-1.6332707405090332,43520,27648
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUAD,TOP,3,-0.11528459936380386,75776,61952
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUAD,BOTTOM,3,-1.6093844175338745,38912,22016
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUSC,TOP,1,0.05636904388666153,39424,25600
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUSC,BOTTOM,1,-0.42548254132270813,23040,40960
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUSC,TOP,2,0.055437542498111725,34816,16896
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUSC,BOTTOM,2,-0.42358648777008057,13824,26624
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUSC,TOP,3,0.0491500161588192,26112,20480
TCGA-33-4532-01Z-00-DX3.a9eb5d3f-e5e4-45e0-8fca-3e50396445eb,LUSC,BOTTOM,3,-0.41997969150543213,8192,34304
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUAD,TOP,1,0.17510446906089783,66560,15360
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUAD,BOTTOM,1,-1.4622958898544312,57856,31744
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUAD,TOP,2,0.15262608230113983,55296,37376
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUAD,BOTTOM,2,-1.4351965188980103,56320,30720
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUAD,TOP,3,0.1514779031276703,66048,14848
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUAD,BOTTOM,3,-1.3899259567260742,63488,25600
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUSC,TOP,1,-0.10340700298547745,57856,31744
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUSC,BOTTOM,1,-0.41941383481025696,51712,36352
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUSC,TOP,2,-0.10954291373491287,49152,53248
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUSC,BOTTOM,2,-0.41715168952941895,49152,12800
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUSC,TOP,3,-0.11386247724294662,59392,32256
TCGA-49-AARO-01Z-00-DX1.FB8C82DC-F823-43CF-A8EA-1208C767AF54,LUSC,BOTTOM,3,-0.41289642453193665,65536,11264
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUAD,TOP,1,-0.0811491385102272,38144,22784
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUAD,BOTTOM,1,-1.8253287076950073,7680,23808
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUAD,TOP,2,-0.11927759647369385,8960,10240
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUAD,BOTTOM,2,-1.8189196586608887,14080,31488
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUAD,TOP,3,-0.12940359115600586,8704,11264
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUAD,BOTTOM,3,-1.7265911102294922,14848,31232
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUSC,TOP,1,0.0862717404961586,3840,15104
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUSC,BOTTOM,1,-0.35682007670402527,41728,19712
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUSC,TOP,2,0.08110299706459045,4352,13568
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUSC,BOTTOM,2,-0.3495871424674988,28416,6144
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUSC,TOP,3,0.07278227061033249,6400,12544
TCGA-60-2720-01Z-00-DX1.5ff16714-210d-44c3-856a-5877fd06e986,LUSC,BOTTOM,3,-0.3478702902793884,49152,24320
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUAD,TOP,1,0.19328390061855316,47616,35328
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUAD,BOTTOM,1,-0.8100227117538452,66048,57856
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUAD,TOP,2,0.12689541280269623,16384,27648
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUAD,BOTTOM,2,-0.7885702848434448,13824,19456
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUAD,TOP,3,0.12571093440055847,46592,33792
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUAD,BOTTOM,3,-0.7710614204406738,14336,22016
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUSC,TOP,1,-0.1777336597442627,11264,31744
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUSC,BOTTOM,1,-0.4704476594924927,42496,6656
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUSC,TOP,2,-0.18295693397521973,45568,39424
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUSC,BOTTOM,2,-0.4497634470462799,51712,4608
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUSC,TOP,3,-0.18783573806285858,45056,39424
TCGA-97-7553-01Z-00-DX1.e31eec5e-0053-407a-b057-9b87555b122d,LUSC,BOTTOM,3,-0.44844257831573486,48640,37376
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUAD,TOP,1,0.40540066361427307,23040,48640
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUAD,BOTTOM,1,-0.9066618084907532,96768,46592
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUAD,TOP,2,0.39676329493522644,8192,48128
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUAD,BOTTOM,2,-0.8557114005088806,10240,29696
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUAD,TOP,3,0.3957226276397705,48640,50688
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUAD,BOTTOM,3,-0.8483961820602417,85504,33280
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUSC,TOP,1,-0.1534784585237503,92160,35328
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUSC,BOTTOM,1,-0.5061931014060974,65024,66560
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUSC,TOP,2,-0.1864938586950302,41472,47104
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUSC,BOTTOM,2,-0.5038490891456604,7680,47104
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUSC,TOP,3,-0.18946734070777893,87552,8704
TCGA-69-8254-01Z-00-DX1.83a81d08-8c70-4f07-b4da-cbd17c4fe4d4,LUSC,BOTTOM,3,-0.5024922490119934,28672,26112
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUAD,TOP,1,0.28495749831199646,15360,39936
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUAD,BOTTOM,1,-0.8388161063194275,13312,24064
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUAD,TOP,2,0.2763229012489319,12800,36352
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUAD,BOTTOM,2,-0.8064654469490051,22016,32256
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUAD,TOP,3,0.26766642928123474,11264,31744
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUAD,BOTTOM,3,-0.7785784602165222,10752,20992
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUSC,TOP,1,-0.08477021753787994,22016,32256
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUSC,BOTTOM,1,-0.4169536828994751,15360,39936
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUSC,TOP,2,-0.11540821939706802,23040,6656
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUSC,BOTTOM,2,-0.39880049228668213,15360,48640
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUSC,TOP,3,-0.11837737262248993,22528,33792
TCGA-05-4420-01Z-00-DX1.2df0552e-87dc-491e-9be2-be8fbce2660d,LUSC,BOTTOM,3,-0.3941535949707031,16384,44032
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUAD,TOP,1,-0.03031892701983452,28160,26624
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUAD,BOTTOM,1,-1.5691322088241577,10752,13312
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUAD,TOP,2,-0.055339515209198,39936,25600
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUAD,BOTTOM,2,-1.5393236875534058,27648,9216
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUAD,TOP,3,-0.08393462747335434,31744,27648
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUAD,BOTTOM,3,-1.5118693113327026,36864,24576
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUSC,TOP,1,0.11056561022996902,34304,24064
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUSC,BOTTOM,1,-0.3455323576927185,15360,29184
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUSC,TOP,2,0.09162532538175583,36864,24576
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUSC,BOTTOM,2,-0.3446691334247589,8704,26112
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUSC,TOP,3,0.08655048906803131,35328,28672
TCGA-66-2786-01Z-00-DX1.5fd5c25f-cb17-4650-b59e-122c6ddafe86,LUSC,BOTTOM,3,-0.33545345067977905,12288,29184
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUAD,TOP,1,-0.026918113231658936,59392,13824
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUAD,BOTTOM,1,-1.805877685546875,22016,11264
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUAD,TOP,2,-0.09322307258844376,72192,27648
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUAD,BOTTOM,2,-1.7620906829833984,18944,12288
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUAD,TOP,3,-0.10065677016973495,16384,29696
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUAD,BOTTOM,3,-1.749696135520935,68096,5632
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUSC,TOP,1,0.08640263974666595,20992,10240
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUSC,BOTTOM,1,-0.3532181978225708,59392,10752
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUSC,TOP,2,0.08279240131378174,22016,11264
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUSC,BOTTOM,2,-0.35219141840934753,71168,28672
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUSC,TOP,3,0.06389639526605606,17408,7168
TCGA-98-A53H-01Z-00-DX1.B05E6339-440C-4F2E-95B5-F2C96413D488,LUSC,BOTTOM,3,-0.3466137945652008,69120,30720
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUAD,TOP,1,0.3792197108268738,18432,70144
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUAD,BOTTOM,1,-1.4093621969223022,16384,26112
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUAD,TOP,2,0.3577648103237152,20992,73216
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUAD,BOTTOM,2,-1.372784972190857,18432,30720
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUAD,TOP,3,0.3554939925670624,20992,73728
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUAD,BOTTOM,3,-1.3515245914459229,16384,28672
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUSC,TOP,1,-0.11813662201166153,13824,30720
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUSC,BOTTOM,1,-0.4827423393726349,84480,50688
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUSC,TOP,2,-0.1341068595647812,18432,31232
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUSC,BOTTOM,2,-0.4748013913631439,88064,35840
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUSC,TOP,3,-0.13589760661125183,18432,32256
TCGA-97-8171-01Z-00-DX1.a55cbfd1-6674-4206-b3e0-2a4f12a74e5d,LUSC,BOTTOM,3,-0.47460904717445374,83968,49664
TCGA-55-1595-01Z-00-DX1.6270c9cf-cd18-4fa5-b313-33350ad55f89,LUAD,TOP,1,0.16631673276424408,12288,29696
TCGA-55-1595-01Z-00-DX1.6270c9cf-cd18-4fa5-b313-33350ad55f89,LUAD,BOTTOM,1,-0.8616354465484619,78336,25600
